0,1,2,3,4,5,6,7,8,9,10,categ_7,categ_7_1,categ_7_2,categ_7_3
1,1,3,3,0,2.0,0.0,vv,1500,4,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,4,4,0,24.0,0.0,ao,1500,4,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,4,0,14.0,0.0,aa,1500,4,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,6,4,0,2.2,0.0,vo,1500,4,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,7,4,0,1.7,0.0,va,1500,4,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,8,1,0,34.0,0.0,ao,1500,4,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,9,1,0,55.0,0.0,av,1500,4,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,10,1,0,6.7,0.0,vo,1500,4,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,11,1,0,5.7,0.0,vv,1500,4,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,12,2,0,57.5,0.0,ao,1500,4,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,13,2,0,65.0,0.0,aa,1500,4,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,14,2,0,8.2,0.0,vo,1500,4,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,15,2,0,6.3,0.0,va,1500,4,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,16,3,1500,2.5,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,17,3,1500,1.5,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,18,1,3000,1.0,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,19,1,3000,2.75,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,20,3,3000,1.0,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,21,3,3000,0.4,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,22,3,4500,1.6,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,23,3,4500,0.4,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,24,3,7500,0.45,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,25,3,33000,0.5,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,26,3,29000,0.45,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,27,4,1500,1.5,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,28,4,1500,0.9,0.0,ia,1500,4,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,29,4,3000,0.9,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,30,4,3000,1.0,0.0,ia,1500,4,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,31,4,4500,0.9,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,32,4,23000,0.55,0.0,ia,1500,4,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,33,1,4500,5.2,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,34,1,4500,0.9,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,35,2,1500,3.4,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,36,2,1500,4.4,0.0,ia,1500,4,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,37,2,3000,2.1,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,38,2,3000,2.65,0.0,ia,1500,4,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,39,2,4500,6.75,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,40,1,1500,1.5,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,41,1,1500,3.5,0.0,iv,1500,4,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,42,2,10500,0.45,0.0,io,1500,4,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,43,2,4500,6.75,0.0,ma,1500,4,7,ma,ma,ma,ma
1,1,0,2,0,120.0,9.5,ao,1000,5,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,2,0,100.0,11.0,av,1000,5,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,2,2,0,42.0,5.5,aa,1000,5,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,3,2,0,7.5,1.0,vo,1000,5,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,4,2,0,5.8,0.65,vv,1000,5,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,5,2,0,2.5,0.55,va,1000,5,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,6,1,0,17.5,3.0,ao,1000,5,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,7,1,0,28.0,4.5,av,1000,5,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,8,1,0,4.6,0.7,vo,1000,5,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,9,1,0,3.4,0.75,vv,1000,5,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,10,3,0,50.0,0.0,ao,1000,5,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,11,3,0,60.0,0.0,av,1000,5,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,12,3,0,3.0,0.0,vo,1000,5,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,13,3,0,3.0,0.0,vv,1000,5,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,14,1,4800,3.6,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,15,1,4800,1.2,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,16,2,13000,0.45,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,17,2,30000,0.55,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,18,3,1000,2.4,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,19,3,1000,2.7,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,20,3,2000,0.5,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,21,1,6000,1.1,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,22,1,7000,1.2,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,23,1,1000,1.2,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,24,1,8000,0.9,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,25,3,12000,0.4,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,26,1,11000,0.5,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,27,1,12500,0.65,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,28,1,24000,0.35,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,29,1,24000,0.35,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,30,2,1000,4.8,0.5,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,31,2,1000,4.0,0.5,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,32,2,1000,2.0,0.0,ia,1000,5,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,33,2,2000,1.3,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,34,2,2000,1.0,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,35,2,4800,3.6,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,36,2,6000,1.55,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,37,2,6000,1.05,0.3,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,38,2,7000,1.35,0.0,iv,1000,5,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,39,2,8000,0.5,0.0,ia,1000,5,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,40,2,9000,1.25,0.0,io,1000,5,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,41,2,1000,4.8,0.0,ma,1000,5,7,ma,ma,ma,ma
1,1,0,1,0,10.0,0.0,ao,1500,6,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,1,0,14.5,0.0,av,1500,6,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,2,1,0,0.9,0.0,vo,1500,6,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,1,0,1.2,0.0,vv,1500,6,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,4,2,0,14.5,0.0,ao,1500,6,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,2,0,54.0,0.0,av,1500,6,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,6,2,0,38.0,0.0,aa,1500,6,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,7,2,0,1.3,0.0,vo,1500,6,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,8,2,0,4.2,0.0,vv,1500,6,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,9,2,0,3.4,0.0,va,1500,6,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,10,3,0,15.0,0.0,ao,1500,6,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,11,3,0,45.0,0.0,av,1500,6,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,12,3,0,3.3,0.0,vo,1500,6,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,13,4,0,10.0,0.0,ao,1500,6,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,14,4,0,15.5,0.0,aa,1500,6,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,15,4,0,3.1,0.0,vo,1500,6,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,16,4,0,1.9,0.0,va,1500,6,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,17,2,1500,1.1,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,18,2,1500,4.0,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,19,2,1500,2.5,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,20,2,3000,1.0,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,21,2,3000,0.6,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,22,1,1500,0.8,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,23,2,24000,0.4,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,24,4,31000,1.15,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,25,2,30000,0.45,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,26,2,30000,1.15,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,27,3,1500,1.1,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,28,3,1500,2.8,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,29,3,7500,1.65,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,30,3,15000,1.25,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,31,3,15000,0.5,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,32,3,30000,1.6,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,33,3,32000,0.95,0.0,iv,1500,6,7,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,34,4,1500,0.5,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,35,4,1500,1.2,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,36,4,7500,1.35,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,37,4,15000,1.05,0.0,io,1500,6,7,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,38,4,15000,0.6,0.0,ia,1500,6,7,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,39,2,1500,4.0,0.0,ma,1500,6,7,ma,ma,ma,ma
1,1,0,3,0,38.0,0.0,ao,3000,7,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,3,0,42.0,0.0,av,3000,7,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,2,3,0,7.6,0.0,vo,3000,7,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,3,0,7.4,0.0,vv,3000,7,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,4,4,0,20.0,0.0,ao,3000,7,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,4,0,7.0,0.0,aa,3000,7,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,6,4,0,4.0,0.0,vo,3000,7,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,7,4,0,2.7,0.0,va,3000,7,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,8,2,0,11.0,0.0,ao,3000,7,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,9,2,0,6.5,0.0,av,3000,7,7,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,10,2,0,2.7,0.0,vo,3000,7,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,11,2,0,1.4,0.0,vv,3000,7,7,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,12,1,0,10.0,0.0,ao,3000,7,7,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,13,1,0,9.5,0.0,aa,3000,7,7,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,14,1,0,2.75,0.0,vo,3000,7,7,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,15,1,0,2.8,0.0,va,3000,7,7,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
