0,1,2,3,4,5,6,7,8,9,10,categ_7,categ_7_1,categ_7_2,categ_7_3
1,1,27,4,18000,1.0,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,28,4,18000,2.25,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,29,4,3000,0.35,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,30,3,36000,1.4,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,31,3,33000,0.75,0.0,iv,3000,12,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,32,3,18000,0.95,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,33,3,18000,0.8,0.0,iv,3000,12,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,34,2,27000,1.35,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,35,2,27000,0.65,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,36,2,24000,0.95,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,37,2,23000,1.1,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,38,2,18000,1.5,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,39,2,18000,0.9,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,40,4,46000,0.3,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,41,2,9000,0.6,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,42,2,9000,0.4,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,43,4,35000,0.8,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,44,2,6000,0.7,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,45,2,6000,2.7,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,46,2,3000,0.5,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,47,2,3000,0.35,0.0,ia,3000,12,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,48,1,37000,0.45,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,49,1,27000,0.45,0.0,iv,3000,12,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,50,1,24000,0.45,0.0,io,3000,12,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,51,2,6000,2.7,0.0,ma,3000,12,,ma,ma,ma,ma
1,1,0,2,0,7.0,0.0,ao,3000,32,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,2,0,27.5,0.0,aa,3000,32,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,2,2,0,2.3,0.0,vo,3000,32,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,2,0,4.75,0.0,va,3000,32,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,4,3,0,26.5,0.0,ao,3000,32,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,3,0,11.0,0.0,aa,3000,32,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,6,3,0,5.25,0.0,vo,3000,32,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,7,3,0,2.3,0.0,va,3000,32,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,8,1,0,7.0,0.0,ao,3000,32,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,9,1,0,2.5,0.0,vo,3000,32,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,10,4,0,27.5,0.0,ao,3000,32,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,11,4,0,5.25,0.0,vo,3000,32,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,12,1,6000,1.3,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,13,1,9000,0.9,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,14,2,3000,0.7,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,15,2,3000,4.5,0.0,ia,3000,32,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,16,2,6000,1.65,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,17,2,9000,0.7,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,18,2,12000,0.6,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,19,3,3000,4.0,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,20,3,3000,1.6,0.0,ia,3000,32,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,21,3,6000,0.9,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,22,3,6000,0.3,0.0,ia,3000,32,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,23,3,9000,0.9,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,24,3,27000,1.6,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,25,3,27000,0.6,0.0,ia,3000,32,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,26,3,38000,0.9,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,27,4,3000,5.0,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,28,4,6000,0.5,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,29,1,3000,0.5,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,30,4,9000,0.7,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,31,4,27000,0.8,0.0,io,3000,32,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,32,4,3000,5.0,0.0,ma,3000,32,,ma,ma,ma,ma
1,1,0,2,0,13.0,0.0,ao,3000,33,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,2,0,32.5,0.0,aa,3000,33,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,2,2,0,3.3,0.0,vo,3000,33,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,2,0,5.25,0.0,va,3000,33,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,4,3,0,65.0,0.0,ao,3000,33,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,3,0,12.5,0.0,aa,3000,33,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,6,3,0,9.5,0.0,vo,3000,33,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,7,3,0,4.25,0.0,va,3000,33,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,8,1,0,12.5,0.0,ao,3000,33,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,9,1,0,2.8,0.0,vo,3000,33,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,10,4,0,22.5,0.0,ao,3000,33,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,11,1,6000,2.2,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,12,2,3000,1.5,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,13,2,3000,4.5,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,14,2,6000,2.9,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,15,2,6000,0.6,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,16,1,3000,0.9,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,17,2,18000,0.3,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,18,3,30000,0.9,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,19,3,3000,6.5,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,20,3,3000,3.25,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,21,3,6000,0.85,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,22,3,6000,0.6,0.0,ia,3000,33,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,23,3,9000,1.3,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,24,3,15000,0.6,0.0,io,3000,33,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,25,3,3000,6.5,0.0,ma,3000,33,,ma,ma,ma,ma
1,1,0,1,0,13.0,0.0,ao,3000,66,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,1,0,5.5,0.0,av,3000,66,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,2,1,0,2.35,0.0,vo,3000,66,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,1,0,1.35,0.0,vv,3000,66,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,4,2,0,13.0,0.0,ao,3000,66,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,2,0,6.5,0.0,av,3000,66,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,6,2,0,4.0,0.0,aa,3000,66,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,7,2,0,2.45,0.0,vo,3000,66,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,8,2,0,2.5,0.0,vv,3000,66,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,9,2,0,1.9,0.0,va,3000,66,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,10,3,0,31.0,0.0,ao,3000,66,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,11,3,0,15.0,0.0,av,3000,66,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,12,3,0,5.5,0.0,vo,3000,66,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,13,3,0,2.9,0.0,vv,3000,66,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,14,4,0,15.0,0.0,ao,3000,66,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,15,4,0,5.0,0.0,av,3000,66,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,16,4,0,2.5,0.0,aa,3000,66,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,17,4,0,3.4,0.0,vo,3000,66,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,18,4,0,2.15,0.0,vv,3000,66,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,19,4,0,0.8,0.0,va,3000,66,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,20,1,6000,0.8,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,21,4,6000,1.0,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,22,4,21000,2.2,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,23,4,24000,1.9,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,24,1,9000,0.5,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,25,1,18000,0.7,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,26,1,18000,0.5,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,27,2,3000,1.85,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,28,2,3000,0.45,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,29,2,3000,0.3,0.0,ia,3000,66,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,30,2,6000,0.8,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,31,2,18000,0.6,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,32,2,27000,2.3,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,33,2,27000,0.8,0.0,ia,3000,66,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,34,2,36000,0.9,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,35,2,36000,1.0,0.0,ia,3000,66,,"['filter', 'velocity', 'axial']",filter,velocity,axial
1,1,36,1,3000,1.8,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,37,1,3000,0.45,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,38,3,3000,4.5,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,39,3,3000,2.4,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,40,4,36000,0.6,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,41,3,6000,1.4,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,42,3,6000,0.5,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,43,3,9000,0.5,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,44,3,18000,0.6,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,45,3,27000,0.8,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,46,3,27000,0.9,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,47,4,3000,2.0,0.0,io,3000,66,,"['filter', 'velocity', 'horizontal']",filter,velocity,horizontal
1,1,48,4,3000,0.6,0.0,iv,3000,66,,"['filter', 'velocity', 'vertical']",filter,velocity,vertical
1,1,49,3,3000,4.5,0.0,ma,3000,66,,ma,ma,ma,ma
1,1,0,1,0,21.0,0.0,ao,3000,69,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,1,1,0,8.0,0.0,av,3000,69,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,2,1,0,3.6,0.0,vo,3000,69,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,3,1,0,2.15,0.0,vv,3000,69,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,4,3,0,44.0,0.0,ao,3000,69,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,5,3,0,19.0,0.0,av,3000,69,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,6,3,0,7.5,0.0,vo,3000,69,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,7,3,0,3.9,0.0,vv,3000,69,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,8,2,0,18.5,0.0,ao,3000,69,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,9,2,0,7.5,0.0,av,3000,69,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,10,2,0,3.5,0.0,aa,3000,69,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,11,2,0,3.85,0.0,vo,3000,69,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
1,1,12,2,0,3.1,0.0,vv,3000,69,,"['no filter', 'velocity', 'vertical']",no filter,velocity,vertical
1,1,13,2,0,2.0,0.0,va,3000,69,,"['no filter', 'velocity', 'axial']",no filter,velocity,axial
1,1,14,4,0,21.0,0.0,ao,3000,69,,"['no filter', 'amplitude', 'horizontal']",no filter,amplitude,horizontal
1,1,15,4,0,6.5,0.0,av,3000,69,,"['no filter', 'amplitude', 'vertical']",no filter,amplitude,vertical
1,1,16,4,0,2.5,0.0,aa,3000,69,,"['no filter', 'amplitude', 'axial']",no filter,amplitude,axial
1,1,17,4,0,4.25,0.0,vo,3000,69,,"['no filter', 'velocity', 'horizontal']",no filter,velocity,horizontal
